countrycode,year,country,year,index25a,index5a,index75a,index10a,index125a,index15a,alternate,efw_index_1,efw_index_1_int,democ,polity2,durable,christian_int,gdppc,netoda_gdp_cons,resource_rent,gdpg,legor_uk,legor_fr,legor_ge,legor_sc,legor_so,warDummy,gini_disp,coup,countrycode,lngdp,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,min_legor_uk,l_index25a,l5_index25a,l_index5a,l5_index5a,l_index75a,l5_index75a,l_index10a,l5_index10a,l_index125a,l5_index125a,l_index15a,l5_index15a,l_netoda_gdp_cons,l5_netoda_gdp_cons,l_resource_rent,l5_resource_rent,l_gdpg,l5_gdpg,l_lngdp,l5_lngdp,l_alternate,l5_alternate,l_christian_int,l5_christian_int,l_warDummy,l5_warDummy,l_legor_fr,l5_legor_fr,l_coup,l5_coup,l_gini_disp,l5_gini_disp,l_min_legor_uk,l5_min_legor_uk,sample_full,sample_full5
Albania,1990.0,Albania,1990.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5.1710024,5.171002388000488,3.0,1.0,0.0,0.0,1606.296,0.30838245,8.22403,-9.57564,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,7.381686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.30848524,0.0,8.847487,8.712814,9.836549,1.7806439,7.500334,7.45893,-9.0,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1991.0,Albania,1991.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,5.244873905181862,3.0,1.0,0.0,0.0,1163.4913,12.015634,9.885754,-28.002142,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,7.0591807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.30838245,0.0,8.22403,4.697097,-9.57564,5.6372433,7.381686,7.494438,-9.0,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1992.0,Albania,1992.0,-8.511084,-8.171613,-7.7626877,-7.300461,-6.7942944,-6.250218,-8.75862,,5.318745422363264,6.0,5.0,0.0,0.0,1086.4385,15.933007,11.728839,-7.187111,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,6.99066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,12.015634,0.0,9.885754,5.6994877,-28.002142,-0.78784263,7.0591807,7.4665585,-9.0,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1993.0,Albania,1993.0,-8.043878,-7.3993235,-6.64962,-5.838517,-4.994677,-4.1385384,-8.525424,,5.392616939544666,6.0,5.0,1.0,0.0,1197.5806,10.479604,3.378502,9.559412,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,7.0880585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.511084,-9.0,-8.171613,-9.0,-7.7626877,-9.0,-7.300461,-9.0,-6.7942944,-9.0,-6.250218,-9.0,15.933007,0.17722233,11.728839,8.223123,-7.187111,-1.4200397,6.99066,7.433389,-8.75862,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1994.0,Albania,1994.0,-7.5971074,-6.678539,-5.6458845,-4.5741663,-3.5105886,-2.4855435,-8.3,,5.4664884567260685,6.0,5.0,2.0,0.0,1305.0007,5.396054,1.8386132,8.302867,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,7.173959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.043878,-9.0,-7.3993235,-9.0,-6.64962,-9.0,-5.838517,-9.0,-4.994677,-9.0,-4.1385384,-9.0,10.479604,0.30848524,3.378502,8.847487,9.559412,9.836549,7.0880585,7.500334,-8.525424,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1995.0,Albania,1995.0,-7.1695943,-6.005129,-4.738755,-3.4756014,-2.2758703,-1.1721066,-8.081967,5.54036,5.540359973907471,6.0,5.0,3.0,0.0,1488.0205,4.805325,1.4119946,13.322333,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Albania,7.305202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5971074,-9.0,-6.678539,-9.0,-5.6458845,-9.0,-4.5741663,-9.0,-3.5105886,-9.0,-2.4855435,-9.0,5.396054,0.30838245,1.8386132,8.22403,8.302867,-9.57564,7.173959,7.381686,-8.3,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1996.0,Albania,1996.0,-7.1695943,-6.005129,-4.738755,-3.4756014,-2.2758703,-1.1721066,-8.081967,,5.697790908813431,3.0,0.0,0.0,0.0,1633.5515,5.708825,1.3615295,9.099999,0.0,1.0,0.0,0.0,0.0,0.0,36.6,0.0,Albania,7.398512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1695943,-9.0,-6.005129,-9.0,-4.738755,-9.0,-3.4756014,-9.0,-2.2758703,-9.0,-1.1721066,-9.0,4.805325,12.015634,1.4119946,9.885754,13.322333,-28.002142,7.305202,7.0591807,-8.081967,-9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0
Albania,1997.0,Albania,1997.0,-6.7501144,-5.34422,-3.8567367,-2.4239438,-1.1167849,0.03393094,-7.870968,,5.855221843719448,6.0,5.0,0.0,0.0,1464.2976,5.040325,1.3161609,-10.919984,0.0,1.0,0.0,0.0,0.0,0.0,36.7,0.0,Albania,7.289131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1695943,-8.511084,-6.005129,-8.171613,-4.738755,-7.7626877,-3.4756014,-7.300461,-2.2758703,-6.7942944,-1.1721066,-6.250218,5.708825,15.933007,1.3615295,11.728839,9.099999,-7.187111,7.398512,6.99066,-8.081967,-8.75862,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.6,,0.0,0.0,1,0
Albania,1998.0,Albania,1998.0,-6.348893,-4.7291865,-3.0668967,-1.524437,-0.17466784,0.9621642,-7.6666665,,6.0126527786254655,6.0,5.0,1.0,0.0,1603.6472,7.5556226,0.37302083,8.829424,0.0,1.0,0.0,0.0,0.0,0.0,36.9,0.0,Albania,7.380036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7501144,-8.043878,-5.34422,-7.3993235,-3.8567367,-6.64962,-2.4239438,-5.838517,-1.1167849,-4.994677,0.03393094,-4.1385384,5.040325,10.479604,1.3161609,3.378502,-10.919984,9.559412,7.289131,7.0880585,-7.870968,-8.525424,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.7,,0.0,0.0,1,0
Albania,1999.0,Albania,1999.0,-5.9648843,-4.1561394,-2.3575525,-0.75030005,0.59986466,1.6900275,-7.46875,,6.170083713531483,6.0,5.0,2.0,0.0,1821.8727,12.381092,0.58281994,12.890803,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,Albania,7.5076203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.348893,-7.5971074,-4.7291865,-6.678539,-3.0668967,-5.6458845,-1.524437,-4.5741663,-0.17466784,-3.5105886,0.9621642,-2.4855435,7.5556226,5.396054,0.37302083,1.8386132,8.829424,8.302867,7.380036,7.173959,-7.6666665,-8.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.9,,0.0,0.0,1,0
Albania,2000.0,Albania,2000.0,-5.597119,-3.621602,-1.7188432,-0.08050887,1.2426056,2.2691607,-7.276923,6.3275146,6.3275146484375,6.0,5.0,3.0,0.0,1960.882,8.163155,1.2058066,6.9462166,0.0,1.0,0.0,0.0,0.0,0.0,37.2,0.0,Albania,7.5811496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9648843,-7.1695943,-4.1561394,-6.005129,-2.3575525,-4.738755,-0.75030005,-3.4756014,0.59986466,-2.2758703,1.6900275,-1.1721066,12.381092,4.805325,0.58281994,1.4119946,12.890803,13.322333,7.5076203,7.305202,-7.46875,-8.081967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,,0.0,0.0,1,0
Albania,2001.0,Albania,2001.0,-5.244698,-3.1224542,-1.1423882,0.50167155,1.780132,2.7353268,-7.090909,6.472199,6.472198963165283,6.0,5.0,4.0,0.0,2143.5264,6.500892,0.7742945,8.293313,0.0,1.0,0.0,0.0,0.0,0.0,37.3,0.0,Albania,7.6702075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.597119,-7.1695943,-3.621602,-6.005129,-1.7188432,-4.738755,-0.08050887,-3.4756014,1.2426056,-2.2758703,2.2691607,-1.1721066,8.163155,5.708825,1.2058066,1.3615295,6.9462166,9.099999,7.5811496,7.398512,-7.276923,-8.081967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.2,36.6,0.0,0.0,1,1
Albania,2002.0,Albania,2002.0,-4.5349083,-2.0472188,0.2246186,2.0681357,3.4718814,4.502962,-6.7313433,6.7422757,6.742275714874268,7.0,7.0,5.0,0.0,2247.4976,6.6438804,0.7658089,4.5365243,0.0,1.0,0.0,0.0,0.0,0.0,37.4,0.0,Albania,7.7175727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.244698,-6.7501144,-3.1224542,-5.34422,-1.1423882,-3.8567367,0.50167155,-2.4239438,1.780132,-1.1167849,2.7353268,0.03393094,6.500892,5.040325,0.7742945,1.3161609,8.293313,-10.919984,7.6702075,7.289131,-7.090909,-7.870968,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.3,36.7,0.0,0.0,1,1
Albania,2003.0,Albania,2003.0,-4.157455,-1.5313715,0.79408866,2.618038,3.960078,4.9134927,-6.529412,7.2052646,7.205264568328857,7.0,7.0,6.0,0.0,2380.644,6.088518,0.7658316,5.5286374,0.0,1.0,0.0,0.0,0.0,0.0,37.5,0.0,Albania,7.7751265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5349083,-6.348893,-2.0472188,-4.7291865,0.2246186,-3.0668967,2.0681357,-1.524437,3.4718814,-0.17466784,4.502962,0.9621642,6.6438804,7.5556226,0.7658089,0.37302083,4.5365243,8.829424,7.7175727,7.380036,-6.7313433,-7.6666665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.4,36.9,0.0,0.0,1,1
Albania,2004.0,Albania,2004.0,-3.7951508,-1.0483259,1.3110167,3.1010714,4.37517,5.251657,-6.3333335,7.1281,7.1280999183654785,7.0,7.0,7.0,0.0,2522.4487,4.6087265,0.86882156,5.514668,0.0,1.0,0.0,0.0,0.0,0.0,37.6,0.0,Albania,7.8329854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.157455,-5.9648843,-1.5313715,-4.1561394,0.79408866,-2.3575525,2.618038,-0.75030005,3.960078,0.59986466,4.9134927,1.6900275,6.088518,12.381092,0.7658316,0.58281994,5.5286374,12.890803,7.7751265,7.5076203,-6.529412,-7.46875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.5,37.0,0.0,0.0,1,1
Albania,2005.0,Albania,2005.0,-2.9218068,0.23627572,2.8917942,4.8633466,6.23994,7.1722746,-5.885714,7.206972,7.206972122192383,9.0,9.0,8.0,0.0,2675.508,4.416143,1.1011505,5.5264244,0.0,1.0,0.0,0.0,0.0,0.0,37.6,0.0,Albania,7.8918943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7951508,-5.597119,-1.0483259,-3.621602,1.3110167,-1.7188432,3.1010714,-0.08050887,4.37517,1.2426056,5.251657,2.2691607,4.6087265,8.163155,0.86882156,1.2058066,5.514668,6.9462166,7.8329854,7.5811496,-6.3333335,-7.276923,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.6,37.2,0.0,0.0,1,1
Albania,2006.0,Albania,2006.0,-2.5403123,0.7261533,3.3925862,5.310643,6.6088314,7.4620266,-5.6760564,7.3585916,7.358591556549072,9.0,9.0,9.0,0.0,2851.367,4.185237,1.3789024,5.902659,0.0,1.0,0.0,0.0,0.0,0.0,37.7,0.0,Albania,7.955554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9218068,-5.244698,0.23627572,-3.1224542,2.8917942,-1.1423882,4.8633466,0.50167155,6.23994,1.780132,7.1722746,2.7353268,4.416143,6.500892,1.1011505,0.7742945,5.5264244,8.293313,7.8918943,7.6702075,-5.885714,-7.090909,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.6,37.3,0.0,0.0,1,1
Albania,2007.0,Albania,2007.0,-2.1735926,1.1859356,3.8491302,5.7063565,6.9256773,7.7037816,-5.4722223,7.3990235,7.399023532867432,9.0,9.0,10.0,0.0,3044.8958,3.396513,2.17405,5.9832597,0.0,1.0,0.0,0.0,0.0,0.0,37.7,0.0,Albania,8.021222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5403123,-4.5349083,0.7261533,-2.0472188,3.3925862,0.2246186,5.310643,2.0681357,6.6088314,3.4718814,7.4620266,4.502962,4.185237,6.6438804,1.3789024,0.7658089,5.902659,4.5365243,7.955554,7.7175727,-5.6760564,-6.7313433,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.7,37.4,0.0,0.0,1,1
Albania,2008.0,Albania,2008.0,-1.8209165,1.6177621,4.2658286,6.0570803,7.198491,7.90608,-5.2739725,7.3686996,7.368699550628662,9.0,9.0,11.0,0.0,3298.478,3.4641235,1.7754043,7.5000415,0.0,1.0,0.0,0.0,0.0,0.0,37.8,0.0,Albania,8.101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1735926,-4.157455,1.1859356,-1.5313715,3.8491302,0.79408866,5.7063565,2.618038,6.9256773,3.960078,7.7037816,4.9134927,3.396513,6.088518,2.17405,0.7658316,5.9832597,5.5286374,8.021222,7.7751265,-5.4722223,-6.529412,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.7,37.5,0.0,0.0,1,1
Albania,2009.0,Albania,2009.0,-1.481599,2.023589,4.646571,6.3684387,7.43389,8.075776,-5.081081,7.3686996,7.368699550628662,9.0,9.0,12.0,0.0,3432.17,3.3648353,1.0475035,3.3542893,0.0,1.0,0.0,0.0,0.0,0.0,37.8,0.0,Albania,8.140948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8209165,-3.7951508,1.6177621,-1.0483259,4.2658286,1.3110167,6.0570803,3.1010714,7.198491,4.37517,7.90608,5.251657,3.4641235,4.6087265,1.7754043,0.86882156,7.5000415,5.514668,8.101216,7.8329854,-5.2739725,-6.3333335,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.8,37.6,0.0,0.0,1,1
Albania,2010.0,Albania,2010.0,-1.1549981,2.405208,4.994804,6.64525,7.6373763,8.218417,-4.8933334,7.419239,7.419239044189453,9.0,9.0,13.0,0.0,3577.1133,3.389952,1.5281682,3.7069383,0.0,1.0,0.0,0.0,0.0,0.0,37.9,0.0,Albania,8.182311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.481599,-2.9218068,2.023589,0.23627572,4.646571,2.8917942,6.3684387,4.8633466,7.43389,6.23994,8.075776,7.1722746,3.3648353,4.416143,1.0475035,1.1011505,3.3542893,5.5264244,8.140948,7.8918943,-5.081081,-5.885714,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.8,37.6,0.0,0.0,1,1
Albania,2011.0,Albania,2011.0,-0.8405109,2.764264,5.31359,6.891665,7.813555,8.338522,-4.7105265,7.520319,7.520318984985352,9.0,9.0,14.0,0.0,3678.0466,3.2331839,2.8984983,2.545406,0.0,1.0,0.0,0.0,0.0,0.0,37.9,0.0,Albania,8.210137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1549981,-2.5403123,2.405208,0.7261533,4.994804,3.3925862,6.64525,5.310643,7.6373763,6.6088314,8.218417,7.4620266,3.389952,4.185237,1.5281682,1.3789024,3.7069383,5.902659,8.182311,7.955554,-4.8933334,-5.6760564,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.9,37.7,0.0,0.0,1,1
